University,Country,university_normalized,id,display_name,display_name_alternatives,country_code,country
Harbin Engineering University,China,harbin engineering university,https://openalex.org/I151727225,Harbin Engineering University,"[""H\u0101\u011brb\u012bn G\u014dngch\u00e9ng D\u00e0xu\u00e9""]",CN,China
Harbin Institute of Technology,China,harbin institute of technology,https://openalex.org/I204983213,Harbin Institute of Technology,[],CN,China
Harbin Medical University,China,harbin medical university,https://openalex.org/I156144747,Harbin Medical University,"[""H\u0101\u011brb\u012bn Y\u012bk\u0113 D\u00e0xu\u00e9""]",CN,China
Harbin University of Science and Technology,China,harbin university of science and technology,https://openalex.org/I100188998,Harbin University of Science and Technology,"[""H\u0101'\u011brb\u012bn L\u01d0g\u014dng D\u00e0xu\u00e9"", ""Harbin University of Science"", ""H\u0101'\u011brb\u012bn K\u0113j\u00ec D\u00e0xu\u00e9""]",CN,China
Harvard University,United States,harvard university,https://openalex.org/I136199984,Harvard University,[],US,United States
Hasselt University,Belgium,hasselt university,https://openalex.org/I878454856,Hasselt University,"[""UHasselt""]",BE,Belgium
Hebei Medical University,China,hebei medical university,https://openalex.org/I111381250,Hebei Medical University,[],CN,China
Hebei University,China,hebei university,https://openalex.org/I43337087,Hebei University,"[""Tianjin Business Institute"", ""Tsin Ku University"", ""Tianjin Normal College"", ""Tianjin Normal University""]",CN,China
Hebei University of Technology,China,hebei university of technology,https://openalex.org/I184843921,Hebei University of Technology,"[""H\u00e9b\u011bi G\u014dngy\u00e8 D\u00e0xu\u00e9""]",CN,China
Hefei University of Technology,China,hefei university of technology,https://openalex.org/I16365422,Hefei University of Technology,[],CN,China
Heidelberg University,Germany,heidelberg university,https://openalex.org/I223822909,Heidelberg University,[],DE,Germany
Heilongjiang University,China,heilongjiang university,https://openalex.org/I55022517,Heilongjiang University,"[""H\u0113il\u00f3ngji\u0101ng D\u00e0xu\u00e9""]",CN,China
Heinrich Heine University Düsseldorf,Germany,heinrich heine university dusseldorf,https://openalex.org/I44260953,Heinrich Heine University Düsseldorf,[],DE,Germany
Henan Agricultural University,China,henan agricultural university,https://openalex.org/I4750791,Henan Agricultural University,[],CN,China
Henan Normal University,China,henan normal university,https://openalex.org/I75955062,Henan Normal University,[],CN,China
Henan Polytechnic University,China,henan polytechnic university,https://openalex.org/I4210166499,Henan Polytechnic University,[],CN,China
Henan University,China,henan university,https://openalex.org/I173899330,Henan University,"[""H\u00e9n\u00e1n D\u00e0xu\u00e9""]",CN,China
Henan University of Science and Technology,China,henan university of science and technology,https://openalex.org/I167383011,Henan University of Science and Technology,"[""H\u00e9n\u00e1n K\u0113j\u00ec D\u00e0xu\u00e9""]",CN,China
Henan University of Technology,China,henan university of technology,https://openalex.org/I36152291,Henan University of Technology,"[""H\u00e9n\u00e1n G\u014dngy\u00e8 D\u00e0xu\u00e9""]",CN,China
Heriot-Watt University,United Kingdom,heriot-watt university,https://openalex.org/I32062511,Heriot-Watt University,[],GB,United Kingdom
Hirosaki University,Japan,hirosaki university,https://openalex.org/I146516829,Hirosaki University,"[""Hirosaki Daigaku""]",JP,Japan
Hiroshima University,Japan,hiroshima university,https://openalex.org/I113306721,Hiroshima University,"[""Hiroshima Daigaku""]",JP,Japan
Hohai University,China,hohai university,https://openalex.org/I163340411,Hohai University,[],CN,China
Hokkaido University,Japan,hokkaido university,https://openalex.org/I205349734,Hokkaido University,"[""Hokkaid\u014d daigaku""]",JP,Japan
Homi Bhabha National Institute,India,homi bhabha national institute,https://openalex.org/I200207707,Homi Bhabha National Institute,[],IN,India
Hong Kong Baptist University,China,hong kong baptist university,https://openalex.org/I141568987,Hong Kong Baptist University,"[""Hong Kong Baptist College""]",CN,China
Hong Kong Polytechnic University,China,hong kong polytechnic university,https://openalex.org/I14243506,Hong Kong Polytechnic University,"[""PolyU""]",CN,China
Hong Kong University of Science and Technology,China,hong kong university of science and technology,https://openalex.org/I200769079,Hong Kong University of Science and Technology,[],CN,China
Hongik University,South Korea,hongik university,https://openalex.org/I94588446,Hongik University,[],KR,South Korea
Huaqiao University,China,huaqiao university,https://openalex.org/I119045251,Huaqiao University,"[""Hu\u00e1qi\u00e1o D\u00e0xu\u00e9""]",CN,China
Huazhong Agricultural University,China,huazhong agricultural university,https://openalex.org/I204823248,Huazhong Agricultural University,[],CN,China
Huazhong University of Science and Technology,China,huazhong university of science and technology,https://openalex.org/I47720641,Huazhong University of Science and Technology,"[""Hu\u00e1zh\u014dng K\u0113j\u00ec D\u00e0xu\u00e9""]",CN,China
Hubei University,China,hubei university,https://openalex.org/I75900474,Hubei University,"[""H\u00fab\u011bi D\u00e0xu\u00e9""]",CN,China
Humboldt-Universität zu Berlin,Germany,humboldt-universitat zu berlin,https://openalex.org/I39343248,Humboldt-Universität zu Berlin,"[""HU Berlin"", ""Universit\u00e4t zu Berlin""]",DE,Germany
Hunan Agricultural University,China,hunan agricultural university,https://openalex.org/I52180223,Hunan Agricultural University,[],CN,China
Hunan Normal University,China,hunan normal university,https://openalex.org/I173759888,Hunan Normal University,"[""H\u00fan\u00e1n Sh\u012bf\u00e0n D\u00e0xu\u00e9""]",CN,China
Hunan University,China,hunan university,https://openalex.org/I16609230,Hunan University,"[""H\u00fan\u00e1n D\u00e0xu\u00e9""]",CN,China
Hunan University of Science and Technology,China,hunan university of science and technology,https://openalex.org/I121296143,Hunan University of Science and Technology,"[""H\u00fan\u00e1n K\u0113j\u00ec D\u00e0xu\u00e9""]",CN,China
Illinois Institute of Technology,United States,illinois institute of technology,https://openalex.org/I180949307,Illinois Institute of Technology,"[""Illinois Tech""]",US,United States
Imperial College London,United Kingdom,imperial college london,https://openalex.org/I47508984,Imperial College London,[],GB,United Kingdom
Incheon National University,South Korea,incheon national university,https://openalex.org/I146429904,Incheon National University,"[""University of Incheon""]",KR,South Korea
"Indian Institute of Engineering Science and Technology, Shibpur",India,indian institute of engineering science and technology shibpur,https://openalex.org/I98365261,"Indian Institute of Engineering Science and Technology, Shibpur","[""IIEST Shibpur""]",IN,India
Indian Institute of Technology Bombay,India,indian institute of technology bombay,https://openalex.org/I162827531,Indian Institute of Technology Bombay,"[""IIT Bombay""]",IN,India
Indian Institute of Technology Delhi,India,indian institute of technology delhi,https://openalex.org/I68891433,Indian Institute of Technology Delhi,"[""IIT Delhi""]",IN,India
Indian Institute of Technology Guwahati,India,indian institute of technology guwahati,https://openalex.org/I1317621060,Indian Institute of Technology Guwahati,"[""IIT Guwahati""]",IN,India
Indian Institute of Technology Indore,India,indian institute of technology indore,https://openalex.org/I64295750,Indian Institute of Technology Indore,"[""IIT Indore""]",IN,India
Indian Institute of Technology Kanpur,India,indian institute of technology kanpur,https://openalex.org/I94234084,Indian Institute of Technology Kanpur,"[""IIT Kanpur""]",IN,India
Indian Institute of Technology Kharagpur,India,indian institute of technology kharagpur,https://openalex.org/I145894827,Indian Institute of Technology Kharagpur,"[""IIT Kharagpur""]",IN,India
Indian Institute of Technology Madras,India,indian institute of technology madras,https://openalex.org/I24676775,Indian Institute of Technology Madras,"[""IIT Madras""]",IN,India
Indian Institute of Technology Roorkee,India,indian institute of technology roorkee,https://openalex.org/I154851008,Indian Institute of Technology Roorkee,"[""IIT Roorkee"", ""University of Roorkee""]",IN,India
Indian Statistical Institute,India,indian statistical institute,https://openalex.org/I6498739,Indian Statistical Institute,[],IN,India
Indiana University - Purdue University Indianapolis,United States,indiana university - purdue university indianapolis,https://openalex.org/I55769427,Indiana University – Purdue University Indianapolis,[],US,United States
"Indiana University, Bloomington",United States,indiana university bloomington,https://openalex.org/I4210119109,Indiana University Bloomington,[],US,United States
Inha University,South Korea,inha university,https://openalex.org/I191879574,Inha University,[],KR,South Korea
Inje University,South Korea,inje university,https://openalex.org/I104338594,Inje University,[],KR,South Korea
Inner Mongolia University,China,inner mongolia university,https://openalex.org/I2722730,Inner Mongolia University,[],CN,China
İnönü University,Turkey,inonu university,https://openalex.org/I20126385,Inonu University,[],TR,Turkey
Institut National de la Recherche Scientifique,Canada,institut national de la recherche scientifique,https://openalex.org/I39481719,Institut National de la Recherche Scientifique,[],CA,Canada
Institut Polytechnique de Paris,France,institut polytechnique de paris,https://openalex.org/I4210145102,Institut Polytechnique de Paris,"[""IP Paris""]",FR,France
Institute of Chemical Technology,India,institute of chemical technology,https://openalex.org/I167751958,Institute of Chemical Technology,"[""University Department of Chemical Technology""]",IN,India
Iowa State University,United States,iowa state university,https://openalex.org/I173911158,Iowa State University,"[""Iowa State""]",US,United States
Iran University of Medical Sciences,Iran,iran university of medical sciences,https://openalex.org/I161106909,Iran University of Medical Sciences,"[""Imperial Medical Center""]",IR,Iran
Iran University of Science and Technology,Iran,iran university of science and technology,https://openalex.org/I67009956,Iran University of Science and Technology,"[""Governmental Technical Institute"", ""Advanced Art College"", ""Iran Faculty of Science and Technology""]",IR,Iran
Isfahan University of Medical Sciences,Iran,isfahan university of medical sciences,https://openalex.org/I114982161,Isfahan University of Medical Sciences,"[""D\u0101neshg\u0101h-e-olum-pezeshki-ye-esfah\u0101n\u200e""]",IR,Iran
Isfahan University of Technology,Iran,isfahan university of technology,https://openalex.org/I170013655,Isfahan University of Technology,"[""D\u0101neshg\u0101h-e San'ati-ye Esfah\u0101n""]",IR,Iran
İstanbul Technical University,Turkey,istanbul technical university,https://openalex.org/I48912391,Istanbul Technical University,"[""\u0130stanbul Teknik \u00dcniversitesi""]",TR,Turkey
İstanbul University,Turkey,istanbul university,https://openalex.org/I67581229,Istanbul University,"[""\u0130stanbul \u00dcniversitesi""]",TR,Turkey
ITMO University,Russia,itmo university,https://openalex.org/I173089394,ITMO University,"[""Saint Petersburg State University of Information Technologies, Mechanics and Optics""]",RU,Russia
Jadavpur University,India,jadavpur university,https://openalex.org/I170979836,Jadavpur University,[],IN,India
Jagiellonian University,Poland,jagiellonian university,https://openalex.org/I126596746,Jagiellonian University,"[""Uniwersytet Jagiello\u0144ski"", ""University of Krak\u00f3w""]",PL,Poland
James Cook University,Australia,james cook university,https://openalex.org/I86467917,James Cook University,[],AU,Australia
Jamia Millia Islamia,India,jamia millia islamia,https://openalex.org/I59475050,Jamia Millia Islamia,[],IN,India
Jawaharlal Nehru University,India,jawaharlal nehru university,https://openalex.org/I152429107,Jawaharlal Nehru University,[],IN,India
Jeju National University,South Korea,jeju national university,https://openalex.org/I83202590,Jeju National University,[],KR,South Korea
Jeonbuk National University,South Korea,jeonbuk national university,https://openalex.org/I80611190,Jeonbuk National University,"[""Jeonbuk Daehakgyo"", ""Chonbuk National University""]",KR,South Korea
Jiangnan University,China,jiangnan university,https://openalex.org/I111599522,Jiangnan University,"[""Ji\u0101ngn\u00e1n D\u00e0xu\u00e9"", ""Southern Yangtze University""]",CN,China
Jiangsu Normal University,China,jiangsu normal university,https://openalex.org/I118574674,Jiangsu Normal University,[],CN,China
Jiangsu University,China,jiangsu university,https://openalex.org/I115592961,Jiangsu University,"[""Ji\u0101ngs\u016b D\u00e0xu\u00e9""]",CN,China
Jiangxi Normal University,China,jiangxi normal university,https://openalex.org/I53592917,Jiangxi Normal University,"[""Ji\u0101ngx\u012b Sh\u012bf\u00e0n D\u00e0xu\u00e9""]",CN,China
Jichi Medical University,Japan,jichi medical university,https://openalex.org/I146500386,Jichi Medical University,[],JP,Japan
Jilin University,China,jilin university,https://openalex.org/I194450716,Jilin University,"[""J\u00edl\u00edn D\u00e0xu\u00e9""]",CN,China
Jinan University,China,jinan university,https://openalex.org/I159948400,Jinan University,[],CN,China
Johns Hopkins University,United States,johns hopkins university,https://openalex.org/I145311948,Johns Hopkins University,[],US,United States
Jordan University of Science & Technology,Jordan,jordan university of science and technology,https://openalex.org/I156983542,Jordan University of Science and Technology,[],JO,Jordan
Juntendo University,Japan,juntendo university,https://openalex.org/I34077901,Juntendo University,"[""Juntend\u014d Daigaku""]",JP,Japan
Kagoshima University,Japan,kagoshima university,https://openalex.org/I107139324,Kagoshima University,"[""Kagoshima Daigaku""]",JP,Japan
Kanazawa University,Japan,kanazawa university,https://openalex.org/I10091056,Kanazawa University,"[""Kanazawa daigaku""]",JP,Japan
Kangwon National University,South Korea,kangwon national university,https://openalex.org/I165507594,Kangwon National University,[],KR,South Korea
Kansas State University,United States,kansas state university,https://openalex.org/I189590672,Kansas State University,"[""K-State""]",US,United States
Kaohsiung Medical University,Taiwan,kaohsiung medical university,https://openalex.org/I152743029,Kaohsiung Medical University,[],TW,Taiwan
Karadeniz Technical University,Turkey,karadeniz technical university,https://openalex.org/I162720556,Karadeniz Technical University,"[""Karadeniz Teknik \u00dcniversitesi""]",TR,Turkey
Karlsruhe Institute of Technology,Germany,karlsruhe institute of technology,https://openalex.org/I102335020,Karlsruhe Institute of Technology,"[""Karlsruhe Institute of Technology - The Research University in the Helmholtz Association"", ""Das Karlsruher Institut f\u00fcr Technologie (KIT) \u2013 Die Forschungsuniversit\u00e4t in der Helmholtz-Gemeinschaft""]",DE,Germany
Kasetsart University,Thailand,kasetsart university,https://openalex.org/I198105771,Kasetsart University,"[""Maha Witthayalai Kasetsat""]",TH,Thailand
Keele University,United Kingdom,keele university,https://openalex.org/I56007636,Keele University,"[""Keele University""]",GB,United Kingdom
Keimyung University,South Korea,keimyung university,https://openalex.org/I52010207,Keimyung University,"[""Kei-dae""]",KR,South Korea
Keio University,Japan,keio university,https://openalex.org/I203951103,Keio University,"[""Kei\u014d Gijuku Daigaku""]",JP,Japan
Kent State University,United States,kent state university,https://openalex.org/I149910238,Kent State University,"[""Kent State""]",US,United States
Khalifa University of Science and Technology,United Arab Emirates,khalifa university of science and technology,https://openalex.org/I176601375,Khalifa University of Science and Technology,"[""Khalifa University""]",AE,United Arab Emirates
Khon Kaen University,Thailand,khon kaen university,https://openalex.org/I179193067,Khon Kaen University,[],TH,Thailand
Kiel University,Germany,kiel university,https://openalex.org/I32021983,Kiel University,[],DE,Germany
Kindai University,Japan,kindai university,https://openalex.org/I916559398,Kindai University,"[""Kinki University""]",JP,Japan
King Abdulaziz University,Saudi Arabia,king abdulaziz university,https://openalex.org/I185163786,King Abdulaziz University,[],SA,Saudi Arabia
King Abdullah University of Science and Technology,Saudi Arabia,king abdullah university of science and technology,https://openalex.org/I71920554,King Abdullah University of Science and Technology,[],SA,Saudi Arabia
King Fahd University of Petroleum and Minerals,Saudi Arabia,king fahd university of petroleum and minerals,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals,[],SA,Saudi Arabia
King Khalid University,Saudi Arabia,king khalid university,https://openalex.org/I82952536,King Khalid University,[],SA,Saudi Arabia
King Saud University,Saudi Arabia,king saud university,https://openalex.org/I28022161,King Saud University,[],SA,Saudi Arabia
King's College London,United Kingdom,king's college london,https://openalex.org/I183935753,King's College London,[],GB,United Kingdom
Kitasato University,Japan,kitasato university,https://openalex.org/I64189623,Kitasato University,"[""Kitasato Daigaku""]",JP,Japan
Kobe University,Japan,kobe university,https://openalex.org/I65837984,Kobe University,"[""K\u014dbe daigaku""]",JP,Japan
Koç University,Turkey,koc university,https://openalex.org/I1351752,Koç University,[],TR,Turkey
Konkuk University,South Korea,konkuk university,https://openalex.org/I24062138,Konkuk University,[],KR,South Korea
Korea Advanced Institute of Science and Technology,South Korea,korea advanced institute of science and technology,https://openalex.org/I157485424,Korea Advanced Institute of Science and Technology,[],KR,South Korea
Korea University,South Korea,korea university,https://openalex.org/I197347611,Korea University,"[""Bosung College"", ""Bosung Professional College""]",KR,South Korea
Kumamoto University,Japan,kumamoto university,https://openalex.org/I96036126,Kumamoto University,"[""Kumamoto Daigaku""]",JP,Japan
Kunming Medical University,China,kunming medical university,https://openalex.org/I26080491,Kunming Medical University,"[""Kunming Medical College""]",CN,China
Kunming University of Science & Technology,China,kunming university of science and technology,https://openalex.org/I10660446,Kunming University of Science and Technology,[],CN,China
Kuwait University,Kuwait,kuwait university,https://openalex.org/I36721946,Kuwait University,"[""Kuniv""]",KW,Kuwait
Kwangwoon University,South Korea,kwangwoon university,https://openalex.org/I161024014,Kwangwoon University,[],KR,South Korea
Kyoto Prefectural University of Medicine,Japan,kyoto prefectural university of medicine,https://openalex.org/I40677808,Kyoto Prefectural University of Medicine,"[""Kyoto Furitsu Ika Daigaku""]",JP,Japan
Kyoto University,Japan,kyoto university,https://openalex.org/I22299242,Kyoto University,"[""Ky\u014dto daigaku""]",JP,Japan
Kyung Hee University,South Korea,kyung hee university,https://openalex.org/I35928602,Kyung Hee University,[],KR,South Korea
Kyungpook National University,South Korea,kyungpook national university,https://openalex.org/I31419693,Kyungpook National University,[],KR,South Korea
Kyushu University,Japan,kyushu university,https://openalex.org/I135598925,Kyushu University,"[""Ky\u016bsh\u016b Daigaku""]",JP,Japan
La Trobe University,Australia,la trobe university,https://openalex.org/I196829312,La Trobe University,[],AU,Australia
Lancaster University,United Kingdom,lancaster university,https://openalex.org/I67415387,Lancaster University,[],GB,United Kingdom
Lanzhou University,China,lanzhou university,https://openalex.org/I76214153,Lanzhou University,[],CN,China
Lanzhou University of Technology,China,lanzhou university of technology,https://openalex.org/I22716506,Lanzhou University of Technology,"[""L\u00e1nzh\u014du L\u01d0g\u014dng D\u00e0xu\u00e9"", ""Gansu provincial Technical School"", ""Lanzhou Polytechnic Institute"", ""Gansu University of Technology""]",CN,China
Lehigh University,United States,lehigh university,https://openalex.org/I186143895,Lehigh University,[],US,United States
Leiden University,Netherlands,leiden university,https://openalex.org/I121797337,Leiden University,"[""Rijksuniversiteit Leiden""]",NL,Netherlands
Leipzig University,Germany,leipzig university,https://openalex.org/I926574661,Leipzig University,[],DE,Germany
Liaocheng University,China,liaocheng university,https://openalex.org/I196934937,Liaocheng University,"[""Li\u00e1och\u00e9ng d\u00e0xu\u00e9""]",CN,China
Linköping University,Sweden,linkoping university,https://openalex.org/I102134673,Linköping University,[],SE,Sweden
Liverpool John Moores University,United Kingdom,liverpool john moores university,https://openalex.org/I63098007,Liverpool John Moores University,[],GB,United Kingdom
Łódź University of Technology,Poland,lodz university of technology,https://openalex.org/I188884621,Lodz University of Technology,"[""Technical University of Lodz""]",PL,Poland
Loma Linda University,United States,loma linda university,https://openalex.org/I26347476,Loma Linda University,[],US,United States
Lomonosov Moscow State University,Russia,lomonosov moscow state university,https://openalex.org/I19880235,Lomonosov Moscow State University,"[""Moscow State University""]",RU,Russia
London School of Economics and Political Science,United Kingdom,london school of economics and political science,https://openalex.org/I909854389,London School of Economics and Political Science,"[""London School of Economics""]",GB,United Kingdom
London School of Hygiene & Tropical Medicine,United Kingdom,london school of hygiene and tropical medicine,https://openalex.org/I4210089966,London School of Hygiene & Tropical Medicine,[],GB,United Kingdom
Londrina State University,Brazil,londrina state university,https://openalex.org/I127110123,Londrina State University,"[""Universidade Estadual de Londrina""]",BR,Brazil
Loughborough University,United Kingdom,loughborough university,https://openalex.org/I143804889,Loughborough University,[],GB,United Kingdom
Louisiana State University,United States,louisiana state university,https://openalex.org/I121820613,Louisiana State University,"[""Louisiana State University and Agricultural and Mechanical College""]",US,United States
Loyola University Chicago,United States,loyola university chicago,https://openalex.org/I1925986,Loyola University Chicago,[],US,United States
Ludwig-Maximilians-Universität München,Germany,ludwig-maximilians-universitat munchen,https://openalex.org/I8204097,Ludwig-Maximilians-Universität München,[],DE,Germany
Luleå University of Technology,Sweden,lulea university of technology,https://openalex.org/I190632392,Luleå University of Technology,"[""Lule\u00e5 University College""]",SE,Sweden
Lund University,Sweden,lund university,https://openalex.org/I187531555,Lund University,[],SE,Sweden
Maastricht University,Netherlands,maastricht university,https://openalex.org/I34352273,Maastricht University,[],NL,Netherlands
Macquarie University,Australia,macquarie university,https://openalex.org/I99043593,Macquarie University,[],AU,Australia
Mahidol University,Thailand,mahidol university,https://openalex.org/I25399158,Mahidol University,[],TH,Thailand
Makerere University,Uganda,makerere university,https://openalex.org/I72227227,Makerere University,[],UG,Uganda
Malek Ashtar University of Technology,Iran,malek ashtar university of technology,https://openalex.org/I78323350,Malek Ashtar University of Technology,[],IR,Iran
Manchester Metropolitan University,United Kingdom,manchester metropolitan university,https://openalex.org/I11983389,Manchester Metropolitan University,[],GB,United Kingdom
Manipal Academy of Higher Education,India,manipal academy of higher education,https://openalex.org/I164861460,Manipal Academy of Higher Education,"[""Manipal University""]",IN,India
Mansoura University,Egypt,mansoura university,https://openalex.org/I159247623,Mansoura University,"[""G\u0101ma\u02bfat al-Mansoura""]",EG,Egypt
Maria Curie-Sklodowska University,Poland,maria curie-sklodowska university,https://openalex.org/I174183983,Maria Curie-Skłodowska University,"[""Uniwersytet Marii Curie-Sk\u0142odowskiej""]",PL,Poland
Marmara University,Turkey,marmara university,https://openalex.org/I74897591,Marmara University,"[""Marmara \u00dcniversitesi""]",TR,Turkey
Marquette University,United States,marquette university,https://openalex.org/I102461120,Marquette University,[],US,United States
Martin Luther University Halle-Wittenberg,Germany,martin luther university halle-wittenberg,https://openalex.org/I68956291,Martin Luther University Halle-Wittenberg,[],DE,Germany
Mashhad University of Medical Sciences,Iran,mashhad university of medical sciences,https://openalex.org/I165560825,Mashhad University of Medical Sciences,[],IR,Iran
Massachusetts Institute of Technology,United States,massachusetts institute of technology,https://openalex.org/I63966007,Massachusetts Institute of Technology,[],US,United States
Massey University,New Zealand,massey university,https://openalex.org/I51158804,Massey University,[],NZ,New Zealand
McGill University,Canada,mcgill university,https://openalex.org/I5023651,McGill University,[],CA,Canada
McMaster University,Canada,mcmaster university,https://openalex.org/I98251732,McMaster University,[],CA,Canada
Medical College of Wisconsin,United States,medical college of wisconsin,https://openalex.org/I204308271,Medical College of Wisconsin,[],US,United States
Medical University of Białystok,Poland,medical university of bialystok,https://openalex.org/I146122375,Medical University of Białystok,"[""Uniwersytet Medyczny w Bia\u0142ymstoku""]",PL,Poland
Medical University of Graz,Austria,medical university of graz,https://openalex.org/I202276237,Medical University of Graz,[],AT,Austria
Medical University of Łódź,Poland,medical university of lodz,https://openalex.org/I4210122071,Medical University of Lodz,[],PL,Poland
Medical University of Lublin,Poland,medical university of lublin,https://openalex.org/I121032520,Medical University of Lublin,"[""Uniwersytet Medyczny w Lublinie""]",PL,Poland
Medical University of Silesia,Poland,medical university of silesia,https://openalex.org/I166182418,Medical University of Silesia,"[""\u015al\u0105ski Uniwersytet Medyczny""]",PL,Poland
Medical University of South Carolina,United States,medical university of south carolina,https://openalex.org/I153297377,Medical University of South Carolina,[],US,United States
Medical University of Vienna,Austria,medical university of vienna,https://openalex.org/I76134821,Medical University of Vienna,[],AT,Austria
Medical University of Warsaw,Poland,medical university of warsaw,https://openalex.org/I268303160,Medical University of Warsaw,[],PL,Poland
Memorial University of Newfoundland,Canada,memorial university of newfoundland,https://openalex.org/I130438778,Memorial University of Newfoundland,"[""Memorial University""]",CA,Canada
Miami University,United States,miami university,https://openalex.org/I83328450,Miami University,[],US,United States
Michigan State University,United States,michigan state university,https://openalex.org/I87216513,Michigan State University,[],US,United States
Michigan Technological University,United States,michigan technological university,https://openalex.org/I11957088,Michigan Technological University,"[""Michigan Tech""]",US,United States
Middle East Technical University,Turkey,middle east technical university,https://openalex.org/I201799495,Middle East Technical University,"[""Orta Do\u011fu Teknik \u00dcniversitesi""]",TR,Turkey
Mie University,Japan,mie university,https://openalex.org/I178574317,Mie University,"[""Mie Daigaku""]",JP,Japan
Miguel Hernández University,Spain,miguel hernandez university,https://openalex.org/I111262870,Miguel Hernandez University,"[""Universitat Miguel Hern\u00e1ndez d'Elx""]",ES,Spain
Mississippi State University,United States,mississippi state university,https://openalex.org/I99041443,Mississippi State University,"[""Mississippi State University of Agriculture and Applied Science""]",US,United States
Missouri University of Science & Technology,United States,missouri university of science and technology,https://openalex.org/I20382870,Missouri University of Science and Technology,"[""University of Missouri\u2013Rolla"", ""Missouri S&T""]",US,United States
Mohammed V University,Morocco,mohammed v university,https://openalex.org/I126477371,Mohammed V University,[],MA,Morocco
Monash University,Australia,monash university,https://openalex.org/I56590836,Monash University,[],AU,Australia
Montana State University,United States,montana state university,https://openalex.org/I23732399,Montana State University,"[""Agricultural College of the State of Montana""]",US,United States
Moscow Institute of Physics and Technology,Russia,moscow institute of physics and technology,https://openalex.org/I153845743,Moscow Institute of Physics and Technology,"[""Moscow Institute of Physics and Technology (State University)""]",RU,Russia
Murdoch University,Australia,murdoch university,https://openalex.org/I176790772,Murdoch University,[],AU,Australia
Nagasaki University,Japan,nagasaki university,https://openalex.org/I43777268,Nagasaki University,"[""Nagasaki daigaku""]",JP,Japan
Nagoya City University,Japan,nagoya city university,https://openalex.org/I33858575,Nagoya City University,"[""Nagoya shiritsu daigaku""]",JP,Japan
Nagoya Institute of Technology,Japan,nagoya institute of technology,https://openalex.org/I197274945,Nagoya Institute of Technology,"[""Nagoya K\u014dgy\u014d Daigaku"", ""Nitech"", ""Nagoya Higher Technical School"", ""Nagoya College of Technology"", ""Nagoya University Corporation Nagoya Institute of Technology""]",JP,Japan
Nagoya University,Japan,nagoya university,https://openalex.org/I60134161,Nagoya University,"[""Nagoya Daigaku""]",JP,Japan
Nanchang University,China,nanchang university,https://openalex.org/I141649914,Nanchang University,"[""N\u00e1nch\u0101ng D\u00e0xu\u00e9""]",CN,China
Nanjing Agricultural University,China,nanjing agricultural university,https://openalex.org/I119454577,Nanjing Agricultural University,"[""N\u00e1nj\u012bng n\u00f3ngy\u00e8 d\u00e0xu\u00e9""]",CN,China
Nanjing Forestry University,China,nanjing forestry university,https://openalex.org/I167027274,Nanjing Forestry University,"[""Sanjiang Normal College"", ""Nanjing Forestry College"", ""Nanjing Technological College of Forest Products""]",CN,China
Nanjing Medical University,China,nanjing medical university,https://openalex.org/I83519826,Nanjing Medical University,"[""National Jiangsu Medical College"", ""Nanjing Medical College""]",CN,China
Nanjing Normal University,China,nanjing normal university,https://openalex.org/I152031979,Nanjing Normal University,"[""N\u00e1nj\u012bng Sh\u012bf\u00e0n D\u00e0xu"", ""Teacher's College, Nanjing University""]",CN,China
Nanjing Tech University,China,nanjing tech university,https://openalex.org/I134687103,Nanjing Tech University,"[""Nanjing University of Technology""]",CN,China
Nanjing University,China,nanjing university,https://openalex.org/I881766915,Nanjing University,"[""Nanking University""]",CN,China
Nanjing University of Aeronautics and Astronautics,China,nanjing university of aeronautics and astronautics,https://openalex.org/I9842412,Nanjing University of Aeronautics and Astronautics,"[""Nanjing College of Aviation Industry"", ""Nanjing Aeronautical Institute""]",CN,China
Nanjing University of Chinese Medicine,China,nanjing university of chinese medicine,https://openalex.org/I131434179,Nanjing University of Chinese Medicine,"[""N\u00e1nj\u012bng Zh\u014dng Y\u012by\u00e0o D\u00e0xu\u00e9""]",CN,China
Nanjing University of Information Science and Technology,China,nanjing university of information science and technology,https://openalex.org/I200845125,Nanjing University of Information Science and Technology,"[""Nan Xin Da""]",CN,China
Nanjing University of Posts and Telecommunications,China,nanjing university of posts and telecommunications,https://openalex.org/I41198531,Nanjing University of Posts and Telecommunications,"[""Nanjing Institute of Posts and Telecommunications""]",CN,China
Nanjing University of Science and Technology,China,nanjing university of science and technology,https://openalex.org/I36399199,Nanjing University of Science and Technology,"[""N\u00e1nj\u012bng L\u01d0g\u014dng D\u00e0xu\u00e9"", ""N\u00e1nl\u01d0g\u014dng""]",CN,China
Nankai University,China,nankai university,https://openalex.org/I205237279,Nankai University,"[""N\u00e1nk\u0101i D\u00e0xu\u00e9""]",CN,China
Nantong University,China,nantong university,https://openalex.org/I199305430,Nantong University,"[""N\u00e1nt\u014dng D\u00e0xu\u00e9"", ""Nantong University Affiliated Tumor Hospital""]",CN,China
Nanyang Technological University,Singapore,nanyang technological university,https://openalex.org/I172675005,Nanyang Technological University,"[""Universiti Teknologi Nanyang""]",SG,Singapore
Nara Institute of Science and Technology,Japan,nara institute of science and technology,https://openalex.org/I75917431,Nara Institute of Science and Technology,"[""Nara Sentan Kagaku Gijutsu Daigakuin Daigaku""]",JP,Japan
